query,ground_truth,prediction,chunk_size,overlap,top_k,reranking,prompt_type,f1,em,faithfulness,citation_acc,context_recall,context_precision,latency,not_found
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos,"[1] [2] [3] [4] [5]

The NFL team represented by the AFC at Super Bowl 50 was the Denver Broncos, according to all sources.",128,0,10,embedding,citation,0.07692307692307693,0,1,1.0,1,1.0,0.5929818153381348,0
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,"[1] Not found. The text does not mention a specific NFL team representing the NFC at Super Bowl 50, only that the Denver Broncos represented the AFC and the Carolina Panthers represented the NFC.",128,0,10,embedding,citation,0.1111111111111111,0,0,1.0,1,1.0,0.6047012805938721,1
Where did Super Bowl 50 take place?,"Santa Clara, California","Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. [1], [2], [3], [4], and [5] all state this information.",128,0,10,embedding,citation,0.16,0,1,1.0,1,1.0,0.5846517086029053,0
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,"Not found. The provided context does not mention a specific color used to emphasize the 50th anniversary of the Super Bowl. It only mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives, but it does not specify a particular color.",128,0,10,embedding,citation,0.0,0,1,0.0,1,1.0,0.6852521896362305,1
What was the theme of Super Bowl 50?,"""golden anniversary""","Not found. The context provides information about the game itself, but not a specific theme for Super Bowl 50. The text only mentions the emphasis on the ""golden anniversary"" and various gold-themed initiatives, but does not explicitly state a theme.",128,0,10,embedding,citation,0.09523809523809523,0,1,0.0,1,1.0,0.6643893718719482,1
What is the AFC short for?,American Football Conference,"The AFC is short for American Football Conference. [1], [2], [3], [4], and [5] all mention it, but no other abbreviation or expansion is given.",128,0,10,embedding,citation,0.14285714285714285,0,0,1.0,1,1.0,0.6023917198181152,0
What was the theme of Super Bowl 50?,"""golden anniversary""","Not found. The text does not explicitly state the theme of Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives and temporarily suspended the tradition of naming each Super Bowl game with Roman numerals. However, there is no explicit statement on what the theme was.",128,0,10,embedding,citation,0.07272727272727272,0,0,0.0,1,1.0,0.753061056137085,1
Who won Super Bowl 50?,Denver Broncos,"The Denver Broncos won Super Bowl 50. [1], [2], [3], [4], and [5] all state the same information, confirming that the Broncos defeated the Carolina Panthers 24-10 to earn their third Super Bowl title.",128,0,10,embedding,citation,0.1111111111111111,0,1,1.0,1,1.0,0.6716504096984863,0
What venue did Super Bowl 50 take place in?,Levi's Stadium,"[1], [2], [3], [4], and [5] all state that Super Bowl 50 was played at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",128,0,10,embedding,citation,0.13793103448275862,0,1,1.0,1,1.0,0.6145358085632324,0
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,Not found.,128,0,10,embedding,citation,0.0,0,0,0.0,1,1.0,0.3817710876464844,1
Super Bowl 50 decided the NFL champion for what season?,2015,"The season for which Super Bowl 50 decided the NFL champion is not explicitly stated in the provided context. However, it is mentioned that the game was played on February 7, 2016, to determine the champion of the National Football League (NFL) for the 2015 season [1-5].",128,0,10,embedding,citation,0.04166666666666667,0,1,0.0,1,1.0,0.7539684772491455,0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"Not found. The provided context does not mention any other Super Bowl title for the Denver Broncos, only their third Super Bowl title being secured in Super Bowl 50 in 2016.",128,0,10,embedding,citation,0.0,0,1,0.0,1,1.0,0.5868780612945557,1
What city did Super Bowl 50 take place in?,Santa Clara,"The city where Super Bowl 50 took place is Santa Clara, California [1], [2], [3], [4], and [5].",128,0,10,embedding,citation,0.09999999999999999,0,0,1.0,1,1.0,0.538515567779541,0
What was the final score of Super Bowl 50? ,24–10,"The final score of Super Bowl 50 was not explicitly stated in the provided context. However, it can be inferred from statements [1] to [5], which all describe the same event and provide similar information. 

According to statement [1], Denver Broncos defeated Carolina Panthers with a score of 24-10",128,0,10,embedding,citation,0.0,0,1,1.0,1,1.0,0.7483148574829102,0
What year was Super Bowl 50?,2015,The year was 2016.,128,0,10,embedding,citation,0.0,0,0,0.0,1,1.0,0.39563655853271484,0
What team was the AFC champion?,Denver Broncos,"The team that was the AFC champion is not explicitly stated in the given context. However, it can be inferred that the Denver Broncos were the AFC champion, as they are mentioned as the American Football Conference (AFC) champion and defeated the Carolina Panthers to earn their third Super Bowl title [1], [2], [3], [4], and [5].",128,0,10,embedding,citation,0.06779661016949151,0,1,1.0,1,1.0,0.8103201389312744,0
What team was the NFC champion?,Carolina Panthers,"The NFC champion was not explicitly mentioned in the context. However, it can be inferred that the AFC champion, Denver Broncos [1], defeated the NFC champion, Carolina Panthers [2-5], to win Super Bowl 50. Therefore, the answer is ""Carolina Panthers"" (the NFC champion)",128,0,10,embedding,citation,0.08888888888888888,0,1,1.0,1,1.0,0.7374074459075928,0
Super Bowl 50 determined the NFL champion for what season?,2015,"The season for which Super Bowl 50 determined the NFL champion is the 2015 season. [1], [2], [3], [4], and [5].",128,0,10,embedding,citation,0.0909090909090909,0,1,1.0,1,1.0,0.5760457515716553,0
Which team won Super Bowl 50.,Denver Broncos,"The team that won Super Bowl 50 is the Denver Broncos. [1], [2], [3], [4], and [5] all confirm this information.",128,0,10,embedding,citation,0.08695652173913042,0,0,1.0,1,1.0,0.560565710067749,0
Where was Super Bowl 50 held?,"Santa Clara, California.","[1], [2], [3], [4], and [5] all state that Super Bowl 50 was held at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",128,0,10,embedding,citation,0.19999999999999998,0,1,1.0,1,1.0,0.6172912120819092,0
The name of the NFL championship game is?,Super Bowl,"Not found. The text does not explicitly state the name of the NFL championship game, but it mentions that Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. However, it does not provide a specific name for the championship game itself.",128,0,10,embedding,citation,0.07142857142857142,0,0,0.0,1,1.0,0.7507588863372803,1
What 2015 NFL team one the AFC playoff?,Denver Broncos,"Not found. The provided context only discusses Super Bowl 50, but does not mention any other NFL teams or their performance in the AFC playoffs for the 2015 season.",128,0,10,embedding,citation,0.0,0,0,0.0,1,1.0,0.5760576725006104,1
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,The NFC representative at Super Bowl 50 was the Carolina Panthers.,128,0,10,cross,baseline,0.15384615384615385,0,0,0.0,1,1.0,0.5008013248443604,0
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,Gold.,128,0,10,cross,baseline,0.0,0,0,0.0,1,1.0,0.4430098533630371,0
What was the theme of Super Bowl 50?,"""golden anniversary""","There is no direct answer provided in the context. However, we can infer that the theme of Super Bowl 50 was the league's emphasis on the ""golden anniversary"" with various gold-themed initiatives, as it was the 50th edition of the game.",128,0,10,cross,baseline,0.09302325581395349,0,0,0.0,1,1.0,0.7679042816162109,0
What was the theme of Super Bowl 50?,"""golden anniversary""","The theme of Super Bowl 50 was its ""golden anniversary"".",128,0,10,cross,baseline,0.16666666666666669,0,1,0.0,1,1.0,0.5193936824798584,0
Super Bowl 50 decided the NFL champion for what season?,2015,The season for which Super Bowl 50 decided the NFL champion was the 2015 season.,128,0,10,cross,baseline,0.125,0,1,0.0,1,1.0,0.550546407699585,0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"The text does not provide a direct answer to the question, but based on the context, it can be inferred that Super Bowl 50 was played in 2016. 

Since Super Bowl 50 was played in 2016 and the question is asking for the year the Denver Broncos secured their third Super Bowl title, it can be deduced that this occurred before or at the time of Super Bowl 50 (which took place on February 7, 2016).",128,0,10,cross,baseline,0.0,0,1,0.0,1,1.0,1.0293562412261963,0
What was the final score of Super Bowl 50? ,24–10,The final score was Denver Broncos 24- Carolina Panthers 10.,128,0,10,cross,baseline,0.0,0,1,0.0,1,1.0,0.5296447277069092,0
What year was Super Bowl 50?,2015,2016.,128,0,10,cross,baseline,0.0,0,1,0.0,1,1.0,0.4539525508880615,0
The name of the NFL championship game is?,Super Bowl,"The answer is not explicitly stated in the context. However, we can infer that since the league temporarily suspended the tradition of naming each Super Bowl game with Roman numerals and referred to this specific game as ""Super Bowl L"", it's likely that the name of the NFL championship game being asked about is actually ""Super Bowl L"".",128,0,10,cross,baseline,0.06666666666666667,0,0,0.0,1,1.0,0.862647533416748,0
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos,Not found. The question is not supported by any of the provided context.,128,0,10,cross,strict,0.0,0,1,0.0,1,1.0,0.5291061401367188,1
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,Not found,128,0,10,cross,strict,0.0,0,0,0.0,1,1.0,0.43726468086242676,1
Where did Super Bowl 50 take place?,"Santa Clara, California",Not found.,128,0,10,cross,strict,0.0,0,0,0.0,1,1.0,0.45274996757507324,1
Which NFL team won Super Bowl 50?,Denver Broncos,Not found.,128,0,10,cross,strict,0.0,0,0,0.0,1,1.0,0.4377784729003906,1
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,"Not found. None of the provided sources explicitly state what color was used to emphasize the 50th anniversary of the Super Bowl. However, it is mentioned that gold-themed initiatives were used, which may imply a specific color, but it's not directly stated.",128,0,10,cross,strict,0.0,0,0,0.0,1,1.0,0.775336503982544,1
What was the theme of Super Bowl 50?,"""golden anniversary""",Not found,128,0,10,cross,strict,0.0,0,1,0.0,1,1.0,0.43348145484924316,1
What day was the game played on?,"February 7, 2016",Not found,128,0,10,cross,strict,0.0,0,0,0.0,1,1.0,0.4655129909515381,1
What was the theme of Super Bowl 50?,"""golden anniversary""",Not found.,128,0,10,cross,strict,0.0,0,1,0.0,1,1.0,0.43993377685546875,1
What does AFC stand for?,American Football Conference,Not found.,128,0,10,cross,strict,0.0,0,0,0.0,1,1.0,0.4602622985839844,1
What day was the Super Bowl played on?,"February 7, 2016",Not found.,128,0,10,cross,strict,0.0,0,0,0.0,1,1.0,0.4594907760620117,1
Who won Super Bowl 50?,Denver Broncos,"Not found. None of the sources you provided mention who won Super Bowl 50, only that the Denver Broncos defeated the Carolina Panthers 24-10.",128,0,10,cross,strict,0.15384615384615385,0,1,0.0,1,1.0,0.6346478462219238,1
What city did Super Bowl 50 take place in?,Santa Clara,Not found.,128,0,10,cross,strict,0.0,0,0,0.0,1,1.0,0.44708752632141113,1
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,"Not found. The text does not explicitly state how Roman numerals would have been used to name a Super Bowl, or what number the Broncos' Super Bowl win would have corresponded to in Roman numerals.",128,0,10,cross,strict,0.10526315789473684,0,1,0.0,1,1.0,0.6974725723266602,1
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"Not found. The question asks for the year in which the Denver Broncos secured a Super Bowl title, but none of the provided context mentions the specific year of their third Super Bowl win.",128,0,10,cross,strict,0.0,0,1,0.0,1,1.0,0.7021286487579346,1
What was the final score of Super Bowl 50? ,24–10,The final score of Super Bowl 50 is 24-10 in favor of the Denver Broncos.,128,0,10,cross,strict,0.0,0,1,0.0,1,1.0,0.5601353645324707,0
What year was Super Bowl 50?,2015,2016.,128,0,10,cross,strict,0.0,0,1,0.0,1,1.0,0.45865964889526367,0
What team was the AFC champion?,Denver Broncos,Not found,128,0,10,cross,strict,0.0,0,0,0.0,1,1.0,0.434769868850708,1
What team was the NFC champion?,Carolina Panthers,Not found.,128,0,10,cross,strict,0.0,0,0,0.0,1,1.0,0.4633927345275879,1
Who won Super Bowl 50?,Denver Broncos,Not found.,128,0,10,cross,strict,0.0,0,1,0.0,1,1.0,0.4431288242340088,1
Super Bowl 50 determined the NFL champion for what season?,2015,"STRICT:
- Only answer if fully supported
- Otherwise say ""Not found""

The season for which Super Bowl 50 determined the NFL champion is supported by all sources. The correct answer is:

2015 season.",128,0,10,cross,strict,0.05714285714285715,0,1,0.0,1,1.0,0.7100152969360352,1
The name of the NFL championship game is?,Super Bowl,Not found,128,0,10,cross,strict,0.0,0,0,0.0,1,1.0,0.460252046585083,1
What 2015 NFL team one the AFC playoff?,Denver Broncos,Not found.,128,0,10,cross,strict,0.0,0,1,0.0,1,1.0,0.44326090812683105,1
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos,[1] The NFL team that represented the AFC at Super Bowl 50 was the Denver Broncos. [2]-[5],128,0,10,cross,citation,0.10526315789473684,0,0,1.0,1,1.0,0.596003532409668,0
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,The NFC team that represented the National Football Conference (NFC) at Super Bowl 50 was the Carolina Panthers [1-5].,128,0,10,cross,citation,0.1904761904761905,0,0,0.0,1,1.0,0.596376895904541,0
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,Not found.,128,0,10,cross,citation,0.0,0,0,0.0,1,1.0,0.4548492431640625,1
What was the theme of Super Bowl 50?,"""golden anniversary""","Not found. The text does not explicitly state the theme of Super Bowl 50, but it mentions various gold-themed initiatives and the temporary suspension of the Roman numeral tradition for this specific game.",128,0,10,cross,citation,0.0,0,0,0.0,1,1.0,0.6634507179260254,1
What day was the game played on?,"February 7, 2016","February 7, [1], [2], [3], [4], and [5] all state that the game was played on this day.",128,0,10,cross,citation,0.1904761904761905,0,0,1.0,1,1.0,0.6179077625274658,0
What is the AFC short for?,American Football Conference,"The AFC is short for American Football Conference. [1], [2], [3], [4], and [5] all provide this information, citing Super Bowl 50 as an example of the conference being referred to as ""AFC"".",128,0,10,cross,citation,0.16666666666666669,0,1,1.0,1,1.0,0.7376673221588135,0
What was the theme of Super Bowl 50?,"""golden anniversary""","The theme or focus of Super Bowl 50 is not explicitly stated in the provided context. The context mentions that it was the 50th Super Bowl, a ""golden anniversary"", and that the league emphasized various gold-themed initiatives due to this milestone [1], [2], [3], [4], [5].",128,0,10,cross,citation,0.041666666666666664,0,1,1.0,1,1.0,0.8552610874176025,0
What day was the Super Bowl played on?,"February 7, 2016","February 7 [1], [2], [3], [4], and [5].",128,0,10,cross,citation,0.18181818181818182,0,0,1.0,1,1.0,0.5423567295074463,0
Who won Super Bowl 50?,Denver Broncos,"The winner of Super Bowl 50 was the Denver Broncos. [1], [2], [3], [4], and [5] all state this fact, making it a verifiable statement within the provided context.",128,0,10,cross,citation,0.06451612903225806,0,0,1.0,1,1.0,0.7059094905853271,0
What city did Super Bowl 50 take place in?,Santa Clara,"Santa Clara, California [1], [2], [3], [4], and [5].",128,0,10,cross,citation,0.1818181818181818,0,1,1.0,1,1.0,0.568544864654541,0
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,Not found.,128,0,10,cross,citation,0.0,0,1,0.0,1,1.0,0.4415454864501953,1
Super Bowl 50 decided the NFL champion for what season?,2015,"The season for which Super Bowl 50 decided the NFL champion is not explicitly stated in the provided context. However, it can be inferred from the text that the game was played on February 7, 2016, at Levi's Stadium in Santa Clara, California, and was the 50th Super Bowl.

[1] According to [1], Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.

Therefore, the answer is: The 2015 NFL season.",128,0,10,cross,citation,0.02380952380952381,0,1,1.0,1,1.0,1.1394991874694824,0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"Not found. The provided text does not mention a year when the Denver Broncos secured a Super Bowl title for the third time. It only mentions that Super Bowl 50 was their third championship, but it does not specify the year they achieved this title.",128,0,10,cross,citation,0.0,0,1,0.0,1,1.0,0.7493503093719482,1
What was the final score of Super Bowl 50? ,24–10,"The final score of Super Bowl 50 was Denver Broncos 24, Carolina Panthers 10. [1], [2], [3], [4], [5]",128,0,10,cross,citation,0.0,0,1,1.0,1,1.0,0.6469342708587646,0
What year was Super Bowl 50?,2015,"The year Super Bowl 50 was played is not directly stated in any of the provided context. However, it can be inferred from [1] and [2] that the game took place in the 2015-2016 season, but the exact year is not specified.",128,0,10,cross,citation,0.0,0,1,1.0,1,1.0,0.7792739868164062,0
What team was the AFC champion?,Denver Broncos,"The team that was the AFC champion is the Denver Broncos. 

[1], [2], [3], [4], and [5] all mention that the Denver Broncos were the American Football Conference (AFC) champion.",128,0,10,cross,citation,0.125,0,1,1.0,1,1.0,0.7191860675811768,0
What team was the NFC champion?,Carolina Panthers,"[1], [2], [3], [4], and [5] all mention that the NFC champion was defeated by the AFC champion Denver Broncos in Super Bowl 50. However, none of these sources explicitly state who the NFC champion was.

Therefore, I must answer: Not found.",128,0,10,cross,citation,0.0,0,1,1.0,1,1.0,0.7945742607116699,1
Super Bowl 50 determined the NFL champion for what season?,2015,The season for which Super Bowl 50 determined the NFL champion is the 2015 season [1] [2] [3] [4] [5].,128,0,10,cross,citation,0.09523809523809523,0,1,1.0,1,1.0,0.649376630783081,0
The name of the NFL championship game is?,Super Bowl,"The name of the NFL championship game is not explicitly stated in the provided context. However, it can be inferred that the game is referred to as a Super Bowl [1], [2], [3], [4], and [5].",128,0,10,cross,citation,0.10526315789473684,0,1,1.0,1,1.0,0.749300479888916,0
What 2015 NFL team one the AFC playoff?,Denver Broncos,"Not found. None of the provided citations mention a specific NFL team winning the AFC playoff in 2015, other than stating the Denver Broncos won Super Bowl 50.",128,0,10,cross,citation,0.13333333333333333,0,1,0.0,1,1.0,0.6753478050231934,1
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,"There is no mention of a specific color being used to emphasize the 50th anniversary of the Super Bowl. The text only mentions gold-themed initiatives, but does not specify which color was used.",128,32,5,off,baseline,0.0,0,1,0.0,1,1.0,0.5917491912841797,0
What day was the game played on?,"February 7, 2016","There is no mention of a specific day in any of the provided context. The context only discusses the Roman numeral representation (""L"") for what would be Super Bowl L, but it does not provide information about the date of the game.",128,32,5,off,baseline,0.0,0,1,0.0,0,0.0,0.5711233615875244,0
What was the theme of Super Bowl 50?,"""golden anniversary""","There is no answer provided in the context. The text only provides information about Super Bowl 50, but does not mention a theme.",128,32,5,off,baseline,0.0,0,0,0.0,1,1.0,0.5148119926452637,0
Super Bowl 50 decided the NFL champion for what season?,2015,"The answer is not explicitly stated in the provided context, but it can be inferred. The context states that Super Bowl 50 was played on February 7, 2016, to determine the champion of the NFL for the 2015 season. This implies that the season for which the team's championship was decided had just concluded, and therefore, it is likely that Super Bowl 50 determined the champion for the 2015 NFL regular season or postseason.",128,32,5,off,baseline,0.026666666666666665,0,1,0.0,1,1.0,0.9209773540496826,0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"The answer is not explicitly stated in the context, but it can be inferred. The context states that Super Bowl 50 was played on February 7, 2016, which means that the year the Denver Broncos secured their third Super Bowl title for the first time must be either 1997 or earlier, since 2015 and later years are excluded by the fact that they are part of the same season.

However, it does not mention when the team secured their second or first super bowl titles.",128,32,5,off,baseline,0.023255813953488372,0,1,0.0,1,1.0,0.9797830581665039,0
What was the final score of Super Bowl 50? ,24–10,"The final score was Denver Broncos 24, Carolina Panthers 10.",128,32,5,off,baseline,0.0,0,1,0.0,1,1.0,0.4453258514404297,0
What year was Super Bowl 50?,2015,The year was 2016.,128,32,5,off,baseline,0.0,0,0,0.0,1,1.0,0.3865334987640381,0
The name of the NFL championship game is?,Super Bowl,"The name of the NFL championship game is not explicitly stated in the provided context. However, it can be inferred that the correct answer should start with ""Super"" followed by the Roman numeral for 50, which would be written as ""L"". Therefore, a plausible answer based on the context could be ""Super Bowl L"", but this information is intentionally omitted due to the suspension of the Roman numeral tradition.",128,32,5,off,baseline,0.028169014084507046,0,1,0.0,1,1.0,0.8621716499328613,0
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos,Not found.,128,32,5,off,strict,0.0,0,0,0.0,1,1.0,0.37111926078796387,1
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,"Not found. None of the provided sources identify the NFC team that represented in Super Bowl 50. However, according to other knowledge I can provide, the Carolina Panthers were the NFC champions that year and played against the Denver Broncos in Super Bowl 50.",128,32,5,off,strict,0.08695652173913045,0,0,0.0,1,1.0,0.6700520515441895,1
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,Not found,128,32,5,off,strict,0.0,0,0,0.0,1,1.0,0.3850839138031006,1
What was the theme of Super Bowl 50?,"""golden anniversary""","Not found. None of the provided sources mention a specific theme for Super Bowl 50, only that it was themed around its 50th anniversary and featured gold-themed initiatives.",128,32,5,off,strict,0.0,0,1,0.0,1,1.0,0.5688557624816895,1
What day was the game played on?,"February 7, 2016",Not found,128,32,5,off,strict,0.0,0,1,0.0,0,0.0,0.28754401206970215,1
What is the AFC short for?,American Football Conference,"AFC stands for American Football Conference. This answer is fully supported by multiple sources, including [1], [2], [3], [4], and [5].",128,32,5,off,strict,0.16666666666666666,0,1,1.0,1,1.0,0.562220573425293,0
What was the theme of Super Bowl 50?,"""golden anniversary""",Not found.,128,32,5,off,strict,0.0,0,0,0.0,1,1.0,0.36464595794677734,1
Who won Super Bowl 50?,Denver Broncos,Not found,128,32,5,off,strict,0.0,0,1,0.0,1,1.0,0.35941362380981445,1
What city did Super Bowl 50 take place in?,Santa Clara,Not found,128,32,5,off,strict,0.0,0,0,0.0,1,1.0,0.3564732074737549,1
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,Not found,128,32,5,off,strict,0.0,0,0,0.0,1,1.0,0.2953522205352783,1
Super Bowl 50 decided the NFL champion for what season?,2015,Not found,128,32,5,off,strict,0.0,0,0,0.0,1,1.0,0.350999116897583,1
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"Not found. The text does not mention a specific year in which the Denver Broncos secured a Super Bowl title for the third time, only that they won their third Super Bowl title in Super Bowl 50 in 2016.",128,32,5,off,strict,0.0,0,1,0.0,1,1.0,0.6337461471557617,1
What city did Super Bowl 50 take place in?,Santa Clara,Not found.,128,32,5,off,strict,0.0,0,0,0.0,1,1.0,0.36089420318603516,1
What was the final score of Super Bowl 50? ,24–10,"Not found. None of the sources provide a final score in a format that is easy to read and compare. However, the scores mentioned in each source are:

- Denver Broncos: 24
- Carolina Panthers: 10",128,32,5,off,strict,0.0,0,0,0.0,1,1.0,0.633469820022583,1
What year was Super Bowl 50?,2015,Not found. The answer is not supported by any of the given sources.,128,32,5,off,strict,0.0,0,1,0.0,1,1.0,0.43878722190856934,1
What team was the NFC champion?,Carolina Panthers,Not found,128,32,5,off,strict,0.0,0,1,0.0,1,1.0,0.36050868034362793,1
Who won Super Bowl 50?,Denver Broncos,"Not found. None of the provided sources mention who won Super Bowl 49, but I can tell you that Denver Broncos defeated Carolina Panthers in Super Bowl 50.",128,32,5,off,strict,0.13333333333333333,0,0,0.0,1,1.0,0.549741268157959,1
Super Bowl 50 determined the NFL champion for what season?,2015,Not found.,128,32,5,off,strict,0.0,0,0,0.0,1,1.0,0.37098050117492676,1
The name of the NFL championship game is?,Super Bowl,"Not found. The question is not supported by any evidence from the provided text, as all five context lines refer to Super Bowl 50 in a similar manner, but do not provide information about the name of the NFL championship game.",128,32,5,off,strict,0.09302325581395349,0,1,0.0,1,1.0,0.6357579231262207,1
What 2015 NFL team one the AFC playoff?,Denver Broncos,Not found,128,32,5,off,strict,0.0,0,1,0.0,1,1.0,0.36414074897766113,1
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos,"The AFC team that represented Denver Broncos in Super Bowl 50, and hence, also the AFC team. [1], [2], [3], [4], and [5] all agree on this point.",128,32,5,off,citation,0.13333333333333333,0,0,1.0,1,1.0,0.614161491394043,0
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,The NFC team that represented the National Football Conference at Super Bowl 50 was not explicitly stated in the provided context.,128,32,5,off,citation,0.0,0,0,0.0,1,1.0,0.4927341938018799,0
Where did Super Bowl 50 take place?,"Santa Clara, California","According to [1], [2], [3], [4], and [5], Super Bowl 50 took place at Levi's Stadium in the San Francisco Bay Area, specifically Santa Clara, California.",128,32,5,off,citation,0.13793103448275862,0,1,1.0,1,1.0,0.6019558906555176,0
Which NFL team won Super Bowl 50?,Denver Broncos,"[1], [2], [3], [4], and [5] all state that Denver Broncos defeated Carolina Panthers in Super Bowl 50.",128,32,5,off,citation,0.19999999999999998,0,1,1.0,1,1.0,0.5470917224884033,0
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,"Not found. The provided text does not mention the color used to emphasize the 50th anniversary of the Super Bowl. It only mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives, but it does not specifically state a particular color was used for this purpose.",128,32,5,off,citation,0.0,0,0,0.0,1,1.0,0.7011613845825195,1
What was the theme of Super Bowl 50?,"""golden anniversary""","The theme of Super Bowl 50 is not explicitly stated in the provided context. The context only mentions that it was the league's ""golden anniversary"" and that the game was temporarily referred to as ""Super Bowl L"" due to the tradition being suspended, but it does not mention a specific theme.

Not found",128,32,5,off,citation,0.07272727272727272,0,0,0.0,1,1.0,0.7457046508789062,1
What day was the game played on?,"February 7, 2016",Not found. There is no information in the context about the day the game was played on.,128,32,5,off,citation,0.0,0,1,0.0,0,0.0,0.3974795341491699,1
What was the theme of Super Bowl 50?,"""golden anniversary""",Not found.,128,32,5,off,citation,0.0,0,1,0.0,1,1.0,0.36880993843078613,1
What day was the Super Bowl played on?,"February 7, 2016","February 7 [1], [2], [3], [4], and [5]",128,32,5,off,citation,0.18181818181818182,0,1,1.0,1,1.0,0.4613616466522217,0
Who won Super Bowl 50?,Denver Broncos,The winner of Super Bowl 50 is the Denver Broncos.,128,32,5,off,citation,0.16666666666666669,0,1,0.0,1,1.0,0.4272632598876953,0
What city did Super Bowl 50 take place in?,Santa Clara,"Santa Clara, California [1], [2], [3], [4], and [5].",128,32,5,off,citation,0.1818181818181818,0,1,1.0,1,1.0,0.4698069095611572,0
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,"If Roman numerals were used, Super Bowl 50 would have been called ""Super Bowl L"" [1], [2], [3], [4], [5].",128,32,5,off,citation,0.1739130434782609,0,0,1.0,1,1.0,0.49594902992248535,0
Super Bowl 50 decided the NFL champion for what season?,2015,"The season for which Super Bowl 50 decided the NFL champion is not explicitly stated in the provided context. However, it can be inferred that Super Bowl 50 was played during the 2015-2016 NFL season and therefore determined the league champion for the 2015 season.",128,32,5,off,citation,0.04347826086956522,0,0,0.0,1,1.0,0.7060294151306152,0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"Not found. The provided context only mentions that the Denver Broncos earned their third Super Bowl title, but it does not specify the year in which they secured this title.",128,32,5,off,citation,0.0,0,0,0.0,1,1.0,0.5527818202972412,1
What city did Super Bowl 50 take place in?,Santa Clara,"The city where Super Bowl 50 took place is Santa Clara, California [1], [2], [3], [4], and [5].",128,32,5,off,citation,0.09999999999999999,0,1,1.0,1,1.0,0.5460381507873535,0
What was the final score of Super Bowl 50? ,24–10,"[1], [2], [3], [4], and [5] all state that the final score of Super Bowl 50 was Denver Broncos defeated Carolina Panthers 24–10.",128,32,5,off,citation,0.0,0,0,1.0,1,1.0,0.5800790786743164,0
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016","The month, day, and year that Super Bowl 50 took place are:

- Month: February
[1] [2] [3] [4] [5]

- Day: 7
[1] [2] [3] [4] [5]

- Year: 2016
[1] [2] [3] [4] [5]",128,32,5,off,citation,0.10256410256410256,0,1,1.0,1,1.0,0.8358919620513916,0
What year was Super Bowl 50?,2015,"The year was 2016. According to [1], [2], [3], and [5], Super Bowl 50 was played on February 7, 2016.",128,32,5,off,citation,0.0,0,0,1.0,1,1.0,0.5810973644256592,0
What team was the NFC champion?,Carolina Panthers,"The NFC champion is not mentioned in the context provided. The context only mentions the AFC champion, Denver Broncos, and their opponent, Carolina Panthers, who were both NFC champions [1-5].",128,32,5,off,citation,0.0625,0,1,0.0,1,1.0,0.5923342704772949,0
Super Bowl 50 determined the NFL champion for what season?,2015,"The season for which Super Bowl 50 determined the NFL champion is the 2015 season [1], [2], [3], [4], and [5].",128,32,5,off,citation,0.0909090909090909,0,1,1.0,1,1.0,0.56069016456604,0
